Departure Airport,Departure Time,Arrival Airport,Arrival Time,Carrier Code,Flight Number,Price (VND),Duration
DAD,2024-10-04 13:10:00,HAN,2024-10-04 14:25:00,W2,4516,3337000.00,PT1H15M
SGN,2024-10-04 20:30:00,DAD,2024-10-04 21:50:00,W2,4640,3337000.00,PT1H20M
DAD,2024-10-05 06:20:00,HAN,2024-10-05 07:40:00,W2,4518,3337000.00,PT1H20M
DAD,2024-10-05 07:20:00,HAN,2024-10-05 08:40:00,W2,4504,3337000.00,PT1H20M
SGN,2024-10-04 15:40:00,HUI,2024-10-04 17:05:00,W2,4306,3337000.00,PT1H25M
HUI,2024-10-04 19:20:00,HAN,2024-10-04 20:35:00,W2,4562,3337000.00,PT1H15M
SGN,2024-10-04 07:45:00,HUI,2024-10-04 09:10:00,W2,4302,3337000.00,PT1H25M
HUI,2024-10-04 12:55:00,HAN,2024-10-04 14:10:00,W2,4566,3337000.00,PT1H15M
SGN,2024-10-04 06:30:00,HUI,2024-10-04 07:55:00,W2,4300,3337000.00,PT1H25M
SGN,2024-10-04 11:10:00,HUI,2024-10-04 12:35:00,W2,4304,3337000.00,PT1H25M
SGN,2024-10-04 20:20:00,HUI,2024-10-04 21:45:00,W2,4312,3337000.00,PT1H25M
HUI,2024-10-05 07:10:00,HAN,2024-10-05 08:25:00,W2,4564,3337000.00,PT1H15M
SGN,2024-10-04 10:10:00,UIH,2024-10-04 11:20:00,W2,4382,3444000.00,PT1H10M
UIH,2024-10-04 15:45:00,HAN,2024-10-04 17:20:00,W2,4432,3444000.00,PT1H35M
SGN,2024-10-04 06:50:00,UIH,2024-10-04 08:00:00,W2,4380,3444000.00,PT1H10M
SGN,2024-10-04 06:15:00,PXU,2024-10-04 07:25:00,W2,4396,3444000.00,PT1H10M
PXU,2024-10-04 13:25:00,HAN,2024-10-04 15:00:00,W2,4422,3444000.00,PT1H35M
SGN,2024-10-04 05:20:00,BMV,2024-10-04 06:20:00,W2,4356,3631000.00,PT1H
BMV,2024-10-04 08:25:00,HAN,2024-10-04 10:10:00,W2,4492,3631000.00,PT1H45M
SGN,2024-10-04 17:25:00,DLI,2024-10-04 18:20:00,W2,4362,3631000.00,PT55M
DLI,2024-10-04 20:55:00,HAN,2024-10-04 22:40:00,W2,4410,3631000.00,PT1H45M
SGN,2024-10-04 13:20:00,PQC,2024-10-04 14:20:00,W2,4331,3631000.00,PT1H
PQC,2024-10-04 16:50:00,HAN,2024-10-04 18:55:00,W2,4458,3631000.00,PT2H5M
SGN,2024-10-04 12:35:00,PQC,2024-10-04 13:35:00,W2,4327,3631000.00,PT1H
SGN,2024-10-04 07:30:00,PQC,2024-10-04 08:30:00,W2,4323,3631000.00,PT1H
PQC,2024-10-04 12:35:00,HAN,2024-10-04 14:40:00,W2,4456,3631000.00,PT2H5M
SGN,2024-10-04 13:40:00,CXR,2024-10-04 14:50:00,W2,4604,3631000.00,PT1H10M
CXR,2024-10-04 18:35:00,HAN,2024-10-04 20:25:00,W2,4788,3631000.00,PT1H50M
SGN,2024-10-04 17:30:00,HAN,2024-10-04 19:35:00,VN,7220,3779000.00,PT2H5M
SGN,2024-10-04 14:30:00,DAD,2024-10-04 15:50:00,A1,4638,4379000.00,PT1H20M
DAD,2024-10-04 20:40:00,HAN,2024-10-04 22:05:00,A1,2510,4379000.00,PT1H25M
DAD,2024-10-04 21:00:00,HAN,2024-10-04 22:15:00,A1,2530,4379000.00,PT1H15M
SGN,2024-10-04 07:05:00,DAD,2024-10-04 08:25:00,A1,4622,4379000.00,PT1H20M
SGN,2024-10-04 12:15:00,CXR,2024-10-04 13:20:00,VN,1344,4521000.00,PT1H5M
SGN,2024-10-04 06:45:00,HAN,2024-10-04 08:30:00,VN,6592,4581000.00,PT1H45M
SGN,2024-10-04 06:00:00,HAN,2024-10-04 08:15:00,VN,206,4581000.00,PT2H15M
SGN,2024-10-04 10:10:00,UIH,2024-10-04 11:20:00,A1,2382,4734000.00,PT1H10M
UIH,2024-10-04 15:45:00,HAN,2024-10-04 17:20:00,A1,2432,4734000.00,PT1H35M
SGN,2024-10-04 15:50:00,HUI,2024-10-04 17:15:00,VN,1374,4764000.00,PT1H25M
HUI,2024-10-04 18:30:00,HAN,2024-10-04 19:50:00,VN,1544,4764000.00,PT1H20M
SGN,2024-10-04 20:45:00,HAN,2024-10-04 22:50:00,VN,256,4848000.00,PT2H5M
SGN,2024-10-04 22:00:00,HAN,2024-10-05 00:05:00,VN,224,4848000.00,PT2H5M
SGN,2024-10-04 23:00:00,HAN,2024-10-05 01:05:00,VN,270,4848000.00,PT2H5M
SGN,2024-10-04 19:30:00,HAN,2024-10-04 21:40:00,VN,262,4848000.00,PT2H10M
SGN,2024-10-04 17:00:00,HAN,2024-10-04 19:15:00,VN,254,4848000.00,PT2H15M
